branch_id,month,active_customers,total_balance,total_transactions,fee_income,interest_income,employee_count,loan_interest_income,revenue,operating_cost,profit,revenue_per_employee
BR005,2023-06,791,1013029.6619832435,917,349.65,8441.9,27,17823.81,26615.36,19762.89,6852.47,985.75
BR005,2023-07,783,985800.39416599,847,324.8,8214.9,27,18064.67,26604.37,25621.32,983.05,985.35
BR005,2023-08,772,947336.293271668,825,309.87,7894.52,27,18305.53,26509.92,23682.69,2827.23,981.85
BR005,2023-09,764,927326.5469714055,802,294.8,7727.59,27,18546.39,26568.78,21827.13,4741.65,984.03
BR005,2023-10,749,922467.9709255183,806,306.03,7687.3,27,18787.25,26780.58,22956.53,3824.05,991.87
BR005,2023-11,741,924991.3722030461,814,311.65,7708.25,27,19028.12,27048.02,19284.71,7763.31,1001.78
BR005,2023-12,738,943946.2803653515,807,306.93,7866.14,27,19268.98,27442.05,23534.56,3907.49,1016.37
BR005,2024-01,730,962862.0566397539,842,317.45,8023.88,27,19509.84,27851.17,19359.9,8491.27,1031.52
BR005,2024-02,721,979837.8809177554,800,302.74,8165.36,27,19750.7,28218.8,22321.26,5897.54,1045.14
BR005,2024-03,715,982583.8292584519,841,319.38,8188.11,27,19991.57,28499.06,21470.71,7028.35,1055.52
BR005,2024-04,712,968034.3335319315,848,311.96,8066.96,27,20232.43,28611.35,26344.75,2266.6,1059.68
BR005,2024-05,702,954625.2952706697,804,284.45,7955.24,27,20473.29,28712.98,22573.14,6139.84,1063.44
BR005,2024-06,694,929819.5711453884,753,288.79,7748.48,27,20714.15,28751.42,23560.36,5191.06,1064.87
BR005,2024-07,684,907359.8878324687,763,283.53,7561.31,27,20955.01,28799.85,19078.44,9721.41,1066.66
BR005,2024-08,679,887298.1145293338,719,265.98,7394.21,27,21195.88,28856.07,23692.51,5163.56,1068.74
BR005,2024-09,674,873024.3663070896,724,271.06,7275.13,27,21436.74,28982.93,24740.48,4242.45,1073.44
BR005,2024-10,662,882781.9763644366,660,253.04,7356.54,27,21677.6,29287.18,19757.19,9529.99,1084.71
BR005,2024-11,659,908816.050781432,742,277.05,7573.48,27,21918.46,29768.99,25431.71,4337.28,1102.56
BR005,2024-12,652,938317.3820837976,735,275.02,7819.26,27,22159.33,30253.61,22910.83,7342.78,1120.5
BR006,2023-01,807,906844.31414662,942,354.85,7557.15,25,15688.08,23600.08,21693.16,1906.92,944.0
BR006,2023-02,807,939057.7292360539,899,345.88,7825.49,25,15915.44,24086.81,20686.67,3400.14,963.47
BR006,2023-03,807,958444.2020407394,1002,367.54,7987.08,25,16142.8,24497.42,20337.77,4159.65,979.9
BR006,2023-04,807,963061.2706039655,969,360.21,8025.44,25,16370.17,24755.82,17476.2,7279.62,990.23
BR006,2023-05,807,958855.5412772538,964,374.35,7990.38,25,16597.53,24962.26,18678.59,6283.67,998.49
BR006,2023-06,807,938487.282507122,940,352.4,7820.95,25,16824.89,24998.24,19043.68,5954.56,999.93
BR006,2023-07,799,912787.9988134548,899,332.11,7606.6,25,17052.26,24990.97,23299.84,1691.13,999.64
BR006,2023-08,792,893478.5569537872,895,337.57,7445.72,25,17279.62,25062.91,20330.42,4732.49,1002.52
BR006,2023-09,787,875466.6788300024,864,335.19,7295.58,25,17506.98,25137.75,22459.67,2678.08,1005.51
BR006,2023-10,783,874830.9284041092,843,315.01,7290.21,25,17734.35,25339.57,24173.48,1166.09,1013.58
BR006,2023-11,777,884166.9972894761,846,319.64,7368.16,25,17961.71,25649.51,20868.86,4780.65,1025.98
BR006,2023-12,768,899901.763492583,799,294.85,7499.18,25,18189.07,25983.1,18688.31,7294.79,1039.32
BR006,2024-01,763,928747.3387786553,894,332.1,7739.6,25,18416.44,26488.14,16988.28,9499.86,1059.53
BR006,2024-02,755,942189.6575097741,865,323.63,7851.63,25,18643.8,26819.06,21131.12,5687.94,1072.76
BR006,2024-03,745,957816.8563432703,921,341.54,7981.66,25,18871.16,27194.36,19491.95,7702.41,1087.77
BR006,2024-04,739,948177.5016291719,865,336.18,7901.48,25,19098.53,27336.19,22291.05,5045.14,1093.45
BR006,2024-05,731,932015.8469077843,841,308.75,7766.89,25,19325.89,27401.53,22134.03,5267.5,1096.06
BR006,2024-06,721,909558.9078142387,819,318.34,7579.7300000000005,25,19553.25,27451.32,23595.63,3855.69,1098.05
BR006,2024-07,714,888592.6757594855,760,285.24,7404.95,25,19780.62,27470.81,20662.83,6807.98,1098.83
BR006,2024-08,704,872004.2182003808,782,287.15,7266.64,25,20007.98,27561.77,17919.14,9642.63,1102.47
BR006,2024-09,698,862561.0147329603,739,282.96,7187.96,25,20235.34,27706.26,20220.12,7486.14,1108.25
BR006,2024-10,689,881239.8492367895,755,282.71,7343.6,25,20462.71,28089.02,22619.55,5469.47,1123.56
BR006,2024-11,685,901917.8197406004,755,283.79,7515.83,25,20690.07,28489.69,21517.4,6972.29,1139.59
BR006,2024-12,675,934657.5502993533,761,285.16,7788.74,25,20917.43,28991.33,20749.55,8241.78,1159.65
BR007,2023-01,793,886487.3702542956,835,316.9,7387.24,24,15425.52,23129.66,20397.16,2732.5,963.74
BR007,2023-02,793,912081.9763462284,966,364.79,7600.68,24,15649.08,23614.55,17751.99,5862.56,983.94
BR007,2023-03,793,933713.4330637997,899,335.67,7780.92,24,15872.64,23989.23,17283.54,6705.69,999.55
BR007,2023-04,793,941414.9755797741,956,364.11,7845.07,24,16096.2,24305.38,17824.37,6481.01,1012.72
BR007,2023-05,793,939399.6217883123,966,363.74,7828.33,24,16319.75,24511.82,22122.86,2388.96,1021.33
BR007,2023-06,793,922054.8265318375,884,324.4,7683.8,24,16543.31,24551.51,21885.73,2665.78,1022.98
BR007,2023-07,784,896011.6094967684,892,325.09,7466.88,24,16766.87,24558.84,17338.95,7219.89,1023.28
BR007,2023-08,781,876007.884500233,871,335.61,7299.98,24,16990.43,24626.02,21968.21,2657.81,1026.08
BR007,2023-09,777,871182.0025360929,843,327.19,7259.78,24,17213.99,24800.96,17570.31,7230.65,1033.37
BR007,2023-10,771,873814.7809596006,846,302.98,7281.96,24,17437.55,25022.49,23104.38,1918.11,1042.6
BR007,2023-11,765,883555.6624030687,831,305.41,7363.08,24,17661.1,25329.59,22726.48,2603.11,1055.4
BR007,2023-12,763,912935.4318555655,810,293.44,7607.81,24,17884.66,25785.91,18583.4,7202.51,1074.41
BR007,2024-01,758,937016.7436978049,861,325.23,7808.41,24,18108.22,26241.86,20941.29,5300.57,1093.41
BR007,2024-02,749,959556.6070232786,848,325.88,7996.27,24,18331.78,26653.93,23742.62,2911.31,1110.58
BR007,2024-03,745,968022.3423139761,862,331.19,8066.75,24,18555.34,26953.28,17002.15,9951.13,1123.05
BR007,2024-04,730,960164.2334977916,834,306.41,8001.53,24,18778.89,27086.83,17685.0,9401.83,1128.62
BR007,2024-05,724,954633.5571822845,882,331.22,7955.21,24,19002.45,27288.88,18770.95,8517.93,1137.04
BR007,2024-06,719,929679.79984802,813,303.67,7747.3,24,19226.01,27276.98,17834.77,9442.21,1136.54
BR007,2024-07,708,904900.1887509082,732,268.38,7540.81,24,19449.57,27258.76,17614.18,9644.58,1135.78
BR007,2024-08,702,889150.7481218617,744,285.16,7409.76,24,19673.13,27368.05,17247.95,10120.1,1140.34
BR007,2024-09,697,890013.425812478,718,266.72,7416.74,24,19896.69,27580.15,21667.32,5912.83,1149.17
BR007,2024-10,687,902762.7131320026,675,256.68,7522.89,24,20120.24,27899.81,17121.25,10778.56,1162.49
BR007,2024-11,679,936292.1696393144,781,286.5,7802.33,24,20343.8,28432.63,21785.92,6646.71,1184.69
BR007,2024-12,672,969619.137378325,739,280.35,8080.26,24,20567.36,28927.97,22557.19,6370.78,1205.33
BR008,2023-01,793,892684.1005462167,930,349.94,7439.15,9,16057.71,23846.8,8701.51,15145.29,2649.64
BR008,2023-02,793,925394.4391912323,916,347.75,7711.73,9,16290.43,24349.91,7698.53,16651.38,2705.55
BR008,2023-03,793,946089.6926420477,1029,383.38,7884.01,9,16523.15,24790.54,8308.64,16481.9,2754.5
BR008,2023-04,793,948876.284648838,954,370.74,7907.33,9,16755.87,25033.94,9173.39,15860.55,2781.55
BR008,2023-05,793,941303.3347861136,983,358.08,7844.23,9,16988.59,25190.9,8177.46,17013.44,2798.99
BR008,2023-06,793,923175.2653683964,977,361.71,7693.05,9,17221.31,25276.07,8534.2,16741.87,2808.45
BR008,2023-07,784,898095.8396722442,868,333.96,7484.12,9,17454.03,25272.11,7711.18,17560.93,2808.01
BR008,2023-08,782,877891.7055264857,899,327.45,7315.67,9,17686.75,25329.87,7493.0,17836.87,2814.43
BR008,2023-09,776,862384.0890847163,891,332.17,7186.5,9,17919.47,25438.14,7157.9,18280.24,2826.46
BR008,2023-10,769,866245.6618895177,799,318.59,7218.67,9,18152.19,25689.45,8534.69,17154.76,2854.38
BR008,2023-11,765,874787.8925605959,818,311.78000000000003,7289.96,9,18384.92,25986.66,7104.11,18882.55,2887.41
BR008,2023-12,760,901689.0746029614,864,322.08,7514.25,9,18617.64,26453.97,9850.38,16603.59,2939.33
BR008,2024-01,758,922269.7102336095,899,334.2,7685.55,9,18850.36,26870.11,7382.58,19487.53,2985.57
BR008,2024-02,747,943791.6953885719,880,328.73,7864.81,9,19083.08,27276.62,6940.97,20335.65,3030.74
BR008,2024-03,741,951002.7919400398,961,351.65,7925.01,9,19315.8,27592.46,8258.27,19334.19,3065.83
BR008,2024-04,733,944182.4459769037,836,306.23,7868.1,9,19548.52,27722.85,8040.31,19682.54,3080.32
BR008,2024-05,723,929933.0548614648,837,313.51,7749.41,9,19781.24,27844.16,8758.82,19085.34,3093.8
BR008,2024-06,710,898552.5669400484,807,307.24,7488.02,9,20013.96,27809.22,9482.98,18326.24,3089.91
BR008,2024-07,697,876206.0574835449,805,308.79,7301.76,9,20246.68,27857.23,7269.5,20587.73,3095.25
BR008,2024-08,694,857013.0615270454,727,267.54,7141.75,9,20479.4,27888.69,9213.45,18675.24,3098.74
BR008,2024-09,692,850948.7951795142,712,267.12,7091.18,9,20712.12,28070.42,7573.66,20496.76,3118.94
BR008,2024-10,683,855053.0399292497,744,269.88,7125.58,9,20944.84,28340.3,9788.48,18551.82,3148.92
BR008,2024-11,680,879628.2334969713,728,270.94,7330.17,9,21177.56,28778.67,9712.99,19065.68,3197.63
BR008,2024-12,674,916750.3457457562,808,299.69,7639.67,9,21410.28,29349.64,7271.78,22077.86,3261.07
BR009,2023-01,780,883401.5198891954,866,323.11,7361.75,25,14636.43,22321.29,21023.1,1298.19,892.85
BR009,2023-02,780,908069.4958242583,961,358.64,7567.39,25,14848.55,22774.58,21533.53,1241.05,910.98
BR009,2023-03,780,926025.2270119729,900,345.42,7716.83,25,15060.68,23122.93,17641.9,5481.03,924.92
BR009,2023-04,780,929328.5768086948,878,328.76,7744.38,25,15272.8,23345.94,20454.29,2891.65,933.84
BR009,2023-05,780,919316.1036363145,891,326.65,7661.03,25,15484.92,23472.6,24316.78,-844.18,938.9
BR009,2023-06,780,899995.5250800927,858,335.52,7500.01,25,15697.04,23532.57,19192.75,4339.82,941.3
BR009,2023-07,774,872433.1312646451,843,323.02,7270.29,25,15909.16,23502.47,20303.43,3199.04,940.1
BR009,2023-08,769,846196.601831833,848,320.35,7051.77,25,16121.29,23493.41,22673.59,819.82,939.74
BR009,2023-09,759,831981.1957315092,853,317.73,6933.19,25,16333.41,23584.33,24325.08,-740.75,943.37
BR009,2023-10,752,826511.697494764,836,311.4,6887.44,25,16545.53,23744.37,23503.62,240.75,949.77
BR009,2023-11,745,841901.2383249581,841,312.94,7015.84,25,16757.65,24086.43,17847.32,6239.11,963.46
BR009,2023-12,741,852751.680788242,815,297.21,7106.18,25,16969.77,24373.16,17974.13,6399.03,974.93
BR009,2024-01,737,877603.5846327677,793,293.11,7313.37,25,17181.9,24788.38,21108.95,3679.43,991.54
BR009,2024-02,732,895498.8626401767,872,331.43,7462.46,25,17394.02,25187.91,24491.82,696.09,1007.52
BR009,2024-03,725,914107.5306779426,823,307.74,7617.57,25,17606.14,25531.45,18713.28,6818.17,1021.26
BR009,2024-04,717,900688.7643912359,824,304.87,7505.97,25,17818.26,25629.1,21975.65,3653.45,1025.16
BR009,2024-05,711,887836.3700440754,817,303.64,7398.74,25,18030.39,25732.77,21712.68,4020.09,1029.31
BR009,2024-06,707,864481.6066419015,772,288.93,7204.17,25,18242.51,25735.61,18192.37,7543.24,1029.42
BR009,2024-07,703,834648.2359170731,774,287.76,6955.38,25,18454.63,25697.77,24395.71,1302.06,1027.91
BR009,2024-08,693,809851.0207376337,683,255.43,6748.86,25,18666.75,25671.04,19368.12,6302.92,1026.84
BR009,2024-09,683,805590.0229330914,733,284.15,6713.24,25,18878.87,25876.26,24280.39,1595.87,1035.05
BR009,2024-10,679,814360.0531363385,725,278.59,6786.32,25,19091.0,26155.91,24620.67,1535.24,1046.24
BR009,2024-11,672,830938.8544171491,751,282.64,6924.4,25,19303.12,26510.16,24108.75,2401.41,1060.41
BR009,2024-12,665,860803.4042288576,756,284.22,7173.36,25,19515.24,26972.82,20754.36,6218.46,1078.91
BR010,2023-01,808,936710.5329761402,936,348.75,7806.0,33,16849.82,25004.57,29095.6,-4091.03,757.71
BR010,2023-02,808,958758.2699605186,925,334.33,7989.68,33,17094.02,25418.03,28122.12,-2704.09,770.24
BR010,2023-03,808,984726.5329766779,943,372.68,8206.07,33,17338.22,25916.97,26557.97,-641.0,785.36
BR010,2023-04,808,996879.203334174,965,365.11,8307.23,33,17582.42,26254.76,23243.48,3011.28,795.6
BR010,2023-05,808,993942.8485861442,917,344.29,8282.9,33,17826.62,26453.81,23422.64,3031.17,801.63
BR010,2023-06,808,973941.2588464238,900,325.07,8116.1,33,18070.82,26511.99,22835.3,3676.69,803.39
BR010,2023-07,806,945991.3590761046,937,338.21,7883.25,33,18315.02,26536.48,28338.34,-1801.86,804.14
BR010,2023-08,799,927520.5774404012,861,327.89,7729.45,33,18559.22,26616.56,31902.11,-5285.55,806.56
BR010,2023-09,789,911213.3341721544,861,317.8,7593.24,33,18803.42,26714.46,25965.65,748.81,809.53
BR010,2023-10,779,913050.0533007376,799,307.2,7608.62,33,19047.62,26963.44,23921.7,3041.74,817.07
BR010,2023-11,775,924700.9392560911,815,315.81,7705.96,33,19291.82,27313.59,25642.94,1670.65,827.68
BR010,2023-12,764,955698.5417652396,860,312.32,7964.28,33,19536.02,27812.62,26603.28,1209.34,842.81
BR010,2024-01,759,978629.4935957659,913,352.09,8155.19,33,19780.22,28287.5,27665.54,621.96,857.2
BR010,2024-02,755,1007528.9872468701,876,334.12,8396.18,33,20024.42,28754.72,28989.14,-234.42,871.36
BR010,2024-03,750,1022604.5855067963,888,339.86,8521.74,33,20268.62,29130.22,29098.94,31.28,882.73
BR010,2024-04,743,1022612.2271047805,943,352.11,8521.84,33,20512.82,29386.77,24947.74,4439.03,890.51
BR010,2024-05,737,999072.983162751,864,315.04,8325.61,33,20757.02,29397.67,27367.33,2030.34,890.84
BR010,2024-06,732,981974.0234191668,833,302.89,8183.08,33,21001.22,29487.19,24464.99,5022.2,893.55
BR010,2024-07,718,953555.767471099,865,331.09,7946.28,33,21245.42,29522.79,25319.69,4203.1,894.63
BR010,2024-08,708,943134.7517187726,784,297.45,7859.31,33,21489.62,29646.38,31037.65,-1391.27,898.38
BR010,2024-09,702,934061.6300107877,767,290.64,7783.87,33,21733.82,29808.33,26074.4,3733.93,903.28
BR010,2024-10,697,946753.5207983123,766,295.18,7889.65,33,21978.02,30162.85,30240.98,-78.13,914.03
BR010,2024-11,692,979824.6156404602,766,301.55,8165.19,33,22222.22,30688.96,24868.23,5820.73,929.97
BR010,2024-12,684,1009837.5006533536,784,294.65,8415.23,33,22466.42,31176.3,28598.74,2577.56,944.74
BR011,2023-01,794,917005.988003052,952,358.13,7641.79,16,15240.35,23240.27,15586.69,7653.58,1452.52
BR011,2023-02,794,938902.25058117,913,340.28,7824.2,16,15461.23,23625.71,15457.35,8168.36,1476.61
BR011,2023-03,794,958209.6469169981,966,357.56,7985.11,16,15682.1,24024.77,14051.6,9973.17,1501.55
BR011,2023-04,794,964187.0266564521,903,343.71,8034.89,16,15902.98,24281.58,13383.05,10898.53,1517.6
BR011,2023-05,794,957619.7941170364,978,372.66,7980.12,16,16123.85,24476.63,13220.3,11256.33,1529.79
