loan_id,customer_id,payment_number,payment_amount,payment_status
LN012989,CUST016582,8,129.29,On-Time
LN012989,CUST016582,9,129.29,On-Time
LN012989,CUST016582,10,129.29,On-Time
LN012989,CUST016582,11,129.29,On-Time
LN012989,CUST016582,12,129.29,On-Time
LN012989,CUST016582,13,129.29,On-Time
LN012989,CUST016582,14,129.29,On-Time
LN012989,CUST016582,15,129.29,On-Time
LN012989,CUST016582,16,129.29,On-Time
LN012989,CUST016582,17,129.29,On-Time
LN012989,CUST016582,18,129.29,On-Time
LN012989,CUST016582,19,129.29,On-Time
LN012989,CUST016582,20,129.29,On-Time
LN012989,CUST016582,21,129.29,On-Time
LN012989,CUST016582,22,129.29,On-Time
LN006848,CUST008705,1,46.37,On-Time
LN006848,CUST008705,2,46.37,On-Time
LN006848,CUST008705,3,46.37,Late
LN006848,CUST008705,4,46.37,On-Time
LN006848,CUST008705,5,46.37,On-Time
LN006848,CUST008705,6,46.37,Late
LN006848,CUST008705,7,46.37,On-Time
LN006848,CUST008705,8,46.37,On-Time
LN006848,CUST008705,9,46.37,On-Time
LN006848,CUST008705,10,46.37,On-Time
LN006848,CUST008705,11,46.37,Late
LN006848,CUST008705,12,46.37,On-Time
LN006848,CUST008705,13,46.37,On-Time
LN006848,CUST008705,14,46.37,On-Time
LN006848,CUST008705,15,46.37,On-Time
LN006848,CUST008705,16,46.37,Late
LN006848,CUST008705,17,46.37,On-Time
LN006848,CUST008705,18,46.37,On-Time
LN006848,CUST008705,19,46.37,On-Time
LN006848,CUST008705,20,46.37,On-Time
LN006848,CUST008705,21,46.37,Missed
LN014366,CUST018285,1,71.81,On-Time
LN014366,CUST018285,2,71.81,On-Time
LN014366,CUST018285,3,71.81,On-Time
LN014366,CUST018285,4,71.81,On-Time
LN014366,CUST018285,5,71.81,On-Time
LN014366,CUST018285,6,71.81,On-Time
LN014366,CUST018285,7,71.81,On-Time
LN015179,CUST019264,1,132.73,On-Time
LN015179,CUST019264,2,132.73,Missed
LN015179,CUST019264,3,132.73,On-Time
LN015179,CUST019264,4,132.73,On-Time
LN015179,CUST019264,5,132.73,On-Time
LN015179,CUST019264,6,132.73,On-Time
LN015179,CUST019264,7,132.73,On-Time
LN015179,CUST019264,8,132.73,On-Time
LN015179,CUST019264,9,132.73,On-Time
LN015179,CUST019264,10,132.73,On-Time
LN015179,CUST019264,11,132.73,On-Time
LN015179,CUST019264,12,132.73,On-Time
LN002949,CUST003738,1,55.99,On-Time
LN002949,CUST003738,2,55.99,On-Time
LN002949,CUST003738,3,55.99,On-Time
LN002949,CUST003738,4,55.99,On-Time
LN002949,CUST003738,5,55.99,On-Time
LN002949,CUST003738,6,55.99,On-Time
LN002949,CUST003738,7,55.99,On-Time
LN002949,CUST003738,8,55.99,On-Time
LN002949,CUST003738,9,55.99,On-Time
LN002949,CUST003738,10,55.99,On-Time
LN002949,CUST003738,11,55.99,On-Time
LN002949,CUST003738,12,55.99,On-Time
LN009838,CUST012535,1,78.78,On-Time
LN009838,CUST012535,2,78.78,On-Time
LN009838,CUST012535,3,78.78,On-Time
LN009838,CUST012535,4,78.78,On-Time
LN009838,CUST012535,5,78.78,On-Time
LN001359,CUST001738,1,208.5,On-Time
LN001359,CUST001738,2,208.5,On-Time
LN001656,CUST002107,1,755.76,On-Time
LN001656,CUST002107,2,755.76,On-Time
LN001656,CUST002107,3,755.76,On-Time
LN001656,CUST002107,4,755.76,On-Time
LN001656,CUST002107,5,755.76,On-Time
LN001656,CUST002107,6,755.76,On-Time
LN001656,CUST002107,7,755.76,On-Time
LN001656,CUST002107,8,755.76,On-Time
LN001656,CUST002107,9,755.76,On-Time
LN001656,CUST002107,10,755.76,On-Time
LN001656,CUST002107,11,755.76,On-Time
LN001656,CUST002107,12,755.76,On-Time
LN001656,CUST002107,13,755.76,On-Time
LN001656,CUST002107,14,755.76,On-Time
LN001656,CUST002107,15,755.76,On-Time
LN001656,CUST002107,16,755.76,On-Time
LN001656,CUST002107,17,755.76,On-Time
LN001656,CUST002107,18,755.76,On-Time
LN001656,CUST002107,19,755.76,On-Time
LN001656,CUST002107,20,755.76,On-Time
LN001656,CUST002107,21,755.76,On-Time
LN001656,CUST002107,22,755.76,On-Time
LN001656,CUST002107,23,755.76,On-Time
LN001656,CUST002107,24,755.76,On-Time
LN004245,CUST005354,1,845.2,On-Time
LN004245,CUST005354,2,845.2,On-Time
LN004245,CUST005354,3,845.2,On-Time
LN004245,CUST005354,4,845.2,On-Time
LN004245,CUST005354,5,845.2,On-Time
LN004245,CUST005354,6,845.2,On-Time
LN004245,CUST005354,7,845.2,On-Time
LN004245,CUST005354,8,845.2,On-Time
LN004245,CUST005354,9,845.2,On-Time
LN004245,CUST005354,10,845.2,On-Time
LN004245,CUST005354,11,845.2,On-Time
LN004245,CUST005354,12,845.2,On-Time
LN013802,CUST017597,1,130.74,On-Time
LN013802,CUST017597,2,130.74,On-Time
LN013802,CUST017597,3,130.74,On-Time
LN009841,CUST012539,1,471.09,On-Time
LN009841,CUST012539,2,471.09,On-Time
LN009841,CUST012539,3,471.09,On-Time
LN009841,CUST012539,4,471.09,On-Time
LN009841,CUST012539,5,471.09,On-Time
LN009841,CUST012539,6,471.09,On-Time
LN009841,CUST012539,7,471.09,On-Time
LN009841,CUST012539,8,471.09,On-Time
LN009841,CUST012539,9,471.09,On-Time
LN009841,CUST012539,10,471.09,On-Time
LN009841,CUST012539,11,471.09,On-Time
LN009841,CUST012539,12,471.09,On-Time
LN006597,CUST008405,1,103.46,On-Time
LN006597,CUST008405,2,103.46,On-Time
LN006597,CUST008405,3,103.46,On-Time
LN006597,CUST008405,4,103.46,On-Time
LN006597,CUST008405,5,103.46,On-Time
LN006597,CUST008405,6,103.46,On-Time
LN006597,CUST008405,7,103.46,On-Time
LN006597,CUST008405,8,103.46,On-Time
LN006597,CUST008405,9,103.46,On-Time
LN006597,CUST008405,10,103.46,On-Time
LN006597,CUST008405,11,103.46,On-Time
LN006597,CUST008405,12,103.46,On-Time
LN010213,CUST012985,1,395.41,On-Time
LN010213,CUST012985,2,395.41,On-Time
LN010213,CUST012985,3,395.41,On-Time
LN010213,CUST012985,4,395.41,On-Time
LN010213,CUST012985,5,395.41,On-Time
LN010213,CUST012985,6,395.41,On-Time
LN010213,CUST012985,7,395.41,On-Time
LN008425,CUST010772,1,59.3,On-Time
LN008425,CUST010772,2,59.3,On-Time
LN008425,CUST010772,3,59.3,On-Time
LN008425,CUST010772,4,59.3,On-Time
LN008425,CUST010772,5,59.3,On-Time
LN008425,CUST010772,6,59.3,On-Time
LN008425,CUST010772,7,59.3,On-Time
LN008425,CUST010772,8,59.3,On-Time
LN008425,CUST010772,9,59.3,Missed
LN008425,CUST010772,10,59.3,On-Time
LN008425,CUST010772,11,59.3,On-Time
LN008425,CUST010772,12,59.3,On-Time
LN008425,CUST010772,13,59.3,On-Time
LN008425,CUST010772,14,59.3,On-Time
LN008425,CUST010772,15,59.3,On-Time
LN008425,CUST010772,16,59.3,On-Time
LN008425,CUST010772,17,59.3,On-Time
LN008425,CUST010772,18,59.3,On-Time
LN008425,CUST010772,19,59.3,On-Time
LN008425,CUST010772,20,59.3,On-Time
LN008425,CUST010772,21,59.3,On-Time
LN008425,CUST010772,22,59.3,On-Time
LN008425,CUST010772,23,59.3,On-Time
LN008425,CUST010772,24,59.3,On-Time
LN002502,CUST003230,1,86.36,On-Time
LN002502,CUST003230,2,86.36,On-Time
LN013498,CUST017210,1,310.92,On-Time
LN013498,CUST017210,2,310.92,On-Time
LN013498,CUST017210,3,310.92,On-Time
LN013498,CUST017210,4,310.92,On-Time
LN013498,CUST017210,5,310.92,On-Time
LN013498,CUST017210,6,310.92,On-Time
LN013498,CUST017210,7,310.92,On-Time
LN013498,CUST017210,8,310.92,On-Time
LN013498,CUST017210,9,310.92,On-Time
LN013498,CUST017210,10,310.92,On-Time
LN013498,CUST017210,11,310.92,On-Time
LN013498,CUST017210,12,310.92,On-Time
LN013498,CUST017210,13,310.92,On-Time
LN013498,CUST017210,14,310.92,On-Time
LN013498,CUST017210,15,310.92,On-Time
LN013498,CUST017210,16,310.92,On-Time
LN013498,CUST017210,17,310.92,On-Time
LN013498,CUST017210,18,310.92,On-Time
LN013498,CUST017210,19,310.92,On-Time
LN013498,CUST017210,20,310.92,On-Time
LN013498,CUST017210,21,310.92,On-Time
LN013498,CUST017210,22,310.92,On-Time
LN013498,CUST017210,23,310.92,On-Time
LN013498,CUST017210,24,310.92,On-Time
LN008204,CUST010450,1,185.67,On-Time
LN008204,CUST010450,2,185.67,On-Time
LN008204,CUST010450,3,185.67,On-Time
LN008204,CUST010450,4,185.67,On-Time
LN008204,CUST010450,5,185.67,On-Time
LN008204,CUST010450,6,185.67,On-Time
LN008204,CUST010450,7,185.67,On-Time
LN008204,CUST010450,8,185.67,On-Time
LN008204,CUST010450,9,185.67,On-Time
LN008204,CUST010450,10,185.67,On-Time
LN008204,CUST010450,11,185.67,On-Time
LN008204,CUST010450,12,185.67,On-Time
LN008204,CUST010450,13,185.67,On-Time
LN008204,CUST010450,14,185.67,On-Time
LN008204,CUST010450,15,185.67,On-Time
LN008204,CUST010450,16,185.67,On-Time
LN008204,CUST010450,17,185.67,On-Time
LN007203,CUST009159,1,160.36,On-Time
LN007203,CUST009159,2,160.36,On-Time
LN007203,CUST009159,3,160.36,On-Time
LN007203,CUST009159,4,160.36,On-Time
LN007203,CUST009159,5,160.36,On-Time
LN007203,CUST009159,6,160.36,On-Time
LN007203,CUST009159,7,160.36,On-Time
LN007203,CUST009159,8,160.36,On-Time
LN007203,CUST009159,9,160.36,On-Time
LN011952,CUST015247,1,104.12,On-Time
LN011952,CUST015247,2,104.12,On-Time
LN011952,CUST015247,3,104.12,On-Time
LN011952,CUST015247,4,104.12,On-Time
LN011952,CUST015247,5,104.12,On-Time
LN011952,CUST015247,6,104.12,On-Time
LN011952,CUST015247,7,104.12,On-Time
LN011952,CUST015247,8,104.12,On-Time
LN011952,CUST015247,9,104.12,On-Time
LN011952,CUST015247,10,104.12,On-Time
LN011952,CUST015247,11,104.12,On-Time
LN011952,CUST015247,12,104.12,On-Time
LN011952,CUST015247,13,104.12,On-Time
LN011952,CUST015247,14,104.12,On-Time
LN011952,CUST015247,15,104.12,On-Time
LN011952,CUST015247,16,104.12,On-Time
LN011952,CUST015247,17,104.12,On-Time
LN011952,CUST015247,18,104.12,On-Time
LN011952,CUST015247,19,104.12,On-Time
LN011952,CUST015247,20,104.12,On-Time
LN011952,CUST015247,21,104.12,On-Time
LN011952,CUST015247,22,104.12,On-Time
LN011952,CUST015247,23,104.12,On-Time
LN011952,CUST015247,24,104.12,On-Time
LN004029,CUST005100,1,321.97,On-Time
LN004029,CUST005100,2,321.97,On-Time
LN004029,CUST005100,3,321.97,On-Time
LN004029,CUST005100,4,321.97,On-Time
LN004029,CUST005100,5,321.97,On-Time
LN004029,CUST005100,6,321.97,On-Time
LN004029,CUST005100,7,321.97,On-Time
LN004029,CUST005100,8,321.97,On-Time
LN004029,CUST005100,9,321.97,On-Time
LN004029,CUST005100,10,321.97,On-Time
LN004029,CUST005100,11,321.97,On-Time
LN004029,CUST005100,12,321.97,On-Time
LN013682,CUST017445,1,261.44,On-Time
LN013682,CUST017445,2,261.44,On-Time
LN013682,CUST017445,3,261.44,On-Time
LN013682,CUST017445,4,261.44,On-Time
LN013682,CUST017445,5,261.44,On-Time
LN013682,CUST017445,6,261.44,On-Time
LN013682,CUST017445,7,261.44,On-Time
LN013682,CUST017445,8,261.44,On-Time
LN013682,CUST017445,9,261.44,On-Time
LN013682,CUST017445,10,261.44,On-Time
LN013682,CUST017445,11,261.44,On-Time
LN013682,CUST017445,12,261.44,On-Time
LN013682,CUST017445,13,261.44,On-Time
LN013682,CUST017445,14,261.44,On-Time
LN013682,CUST017445,15,261.44,On-Time
LN013682,CUST017445,16,261.44,On-Time
LN013682,CUST017445,17,261.44,On-Time
LN013682,CUST017445,18,261.44,On-Time
LN013682,CUST017445,19,261.44,On-Time
LN013682,CUST017445,20,261.44,On-Time
LN013682,CUST017445,21,261.44,On-Time
LN013682,CUST017445,22,261.44,On-Time
LN013682,CUST017445,23,261.44,On-Time
LN013682,CUST017445,24,261.44,On-Time
LN006995,CUST008885,1,256.71,On-Time
LN006995,CUST008885,2,256.71,On-Time
LN006561,CUST008367,1,92.58,On-Time
LN006561,CUST008367,2,92.58,On-Time
LN006561,CUST008367,3,92.58,On-Time
LN006561,CUST008367,4,92.58,On-Time
LN006561,CUST008367,5,92.58,On-Time
LN006561,CUST008367,6,92.58,Missed
LN006561,CUST008367,7,92.58,On-Time
LN006561,CUST008367,8,92.58,On-Time
LN013349,CUST017018,1,126.99,On-Time
LN013349,CUST017018,2,126.99,On-Time
LN013349,CUST017018,3,126.99,On-Time
LN013349,CUST017018,4,126.99,On-Time
LN013349,CUST017018,5,126.99,On-Time
LN013349,CUST017018,6,126.99,On-Time
LN013349,CUST017018,7,126.99,On-Time
LN013349,CUST017018,8,126.99,On-Time
LN015448,CUST019567,1,424.78,On-Time
LN015448,CUST019567,2,424.78,On-Time
LN015448,CUST019567,3,424.78,On-Time
LN015448,CUST019567,4,424.78,On-Time
LN015448,CUST019567,5,424.78,On-Time
LN015448,CUST019567,6,424.78,On-Time
LN015448,CUST019567,7,424.78,On-Time
LN015448,CUST019567,8,424.78,On-Time
LN015448,CUST019567,9,424.78,On-Time
LN015448,CUST019567,10,424.78,On-Time
LN015448,CUST019567,11,424.78,On-Time
LN015448,CUST019567,12,424.78,On-Time
LN015448,CUST019567,13,424.78,On-Time
LN015448,CUST019567,14,424.78,On-Time
LN015448,CUST019567,15,424.78,On-Time
LN015448,CUST019567,16,424.78,On-Time
LN015448,CUST019567,17,424.78,On-Time
LN015448,CUST019567,18,424.78,On-Time
LN015448,CUST019567,19,424.78,On-Time
LN015448,CUST019567,20,424.78,On-Time
LN015448,CUST019567,21,424.78,On-Time
LN015448,CUST019567,22,424.78,On-Time
LN015448,CUST019567,23,424.78,On-Time
LN015448,CUST019567,24,424.78,Late
LN014707,CUST018696,1,384.88,On-Time
LN014707,CUST018696,2,384.88,On-Time
LN014707,CUST018696,3,384.88,On-Time
LN014707,CUST018696,4,384.88,On-Time
LN014707,CUST018696,5,384.88,On-Time
LN014707,CUST018696,6,384.88,On-Time
LN014707,CUST018696,7,384.88,On-Time
LN014707,CUST018696,8,384.88,On-Time
LN014707,CUST018696,9,384.88,On-Time
LN014707,CUST018696,10,384.88,On-Time
LN014707,CUST018696,11,384.88,On-Time
LN014707,CUST018696,12,384.88,On-Time
LN014707,CUST018696,13,384.88,On-Time
LN014707,CUST018696,14,384.88,On-Time
LN014707,CUST018696,15,384.88,On-Time
LN014707,CUST018696,16,384.88,On-Time
LN014707,CUST018696,17,384.88,On-Time
LN014707,CUST018696,18,384.88,On-Time
LN014707,CUST018696,19,384.88,On-Time
LN014707,CUST018696,20,384.88,Late
LN014707,CUST018696,21,384.88,On-Time
LN014707,CUST018696,22,384.88,On-Time
LN014707,CUST018696,23,384.88,On-Time
LN014707,CUST018696,24,384.88,On-Time
LN011290,CUST014375,1,68.16,On-Time
LN011290,CUST014375,2,68.16,On-Time
LN011290,CUST014375,3,68.16,On-Time
LN011290,CUST014375,4,68.16,On-Time
LN011290,CUST014375,5,68.16,On-Time
LN011290,CUST014375,6,68.16,On-Time
LN011290,CUST014375,7,68.16,On-Time
LN011290,CUST014375,8,68.16,On-Time
LN011290,CUST014375,9,68.16,On-Time
LN011290,CUST014375,10,68.16,On-Time
LN011290,CUST014375,11,68.16,On-Time
LN011290,CUST014375,12,68.16,On-Time
LN011290,CUST014375,13,68.16,On-Time
LN011290,CUST014375,14,68.16,Late
LN011290,CUST014375,15,68.16,On-Time
LN011290,CUST014375,16,68.16,On-Time
LN011290,CUST014375,17,68.16,On-Time
LN011290,CUST014375,18,68.16,On-Time
LN011290,CUST014375,19,68.16,On-Time
LN011290,CUST014375,20,68.16,On-Time
LN011290,CUST014375,21,68.16,On-Time
LN011290,CUST014375,22,68.16,On-Time
LN011290,CUST014375,23,68.16,On-Time
LN011290,CUST014375,24,68.16,On-Time
LN000128,CUST000147,1,392.46,On-Time
LN000128,CUST000147,2,392.46,On-Time
LN000128,CUST000147,3,392.46,On-Time
LN000124,CUST000136,1,27.76,Late
LN000124,CUST000136,2,27.76,On-Time
LN000124,CUST000136,3,27.76,On-Time
LN000124,CUST000136,4,27.76,On-Time
LN000124,CUST000136,5,27.76,On-Time
LN000124,CUST000136,6,27.76,On-Time
LN000124,CUST000136,7,27.76,On-Time
LN000124,CUST000136,8,27.76,On-Time
LN000124,CUST000136,9,27.76,On-Time
LN000124,CUST000136,10,27.76,On-Time
LN000124,CUST000136,11,27.76,Missed
LN011610,CUST014832,1,398.21,On-Time
LN013937,CUST017773,1,1833.94,On-Time
LN013937,CUST017773,2,1833.94,On-Time
LN013937,CUST017773,3,1833.94,On-Time
LN013937,CUST017773,4,1833.94,On-Time
LN013937,CUST017773,5,1833.94,On-Time
LN013937,CUST017773,6,1833.94,On-Time
LN013937,CUST017773,7,1833.94,On-Time
LN013937,CUST017773,8,1833.94,On-Time
LN013937,CUST017773,9,1833.94,On-Time
LN013937,CUST017773,10,1833.94,On-Time
LN013937,CUST017773,11,1833.94,On-Time
LN013937,CUST017773,12,1833.94,On-Time
LN004903,CUST006194,1,444.15,On-Time
LN004903,CUST006194,2,444.15,On-Time
LN004903,CUST006194,3,444.15,On-Time
LN004903,CUST006194,4,444.15,On-Time
LN004903,CUST006194,5,444.15,On-Time
LN004903,CUST006194,6,444.15,On-Time
LN004903,CUST006194,7,444.15,On-Time
LN004903,CUST006194,8,444.15,On-Time
LN004903,CUST006194,9,444.15,On-Time
LN004903,CUST006194,10,444.15,On-Time
LN004903,CUST006194,11,444.15,On-Time
LN004903,CUST006194,12,444.15,On-Time
LN000089,CUST000097,1,586.37,On-Time
LN000089,CUST000097,2,586.37,On-Time
LN000089,CUST000097,3,586.37,On-Time
LN000089,CUST000097,4,586.37,On-Time
LN000089,CUST000097,5,586.37,On-Time
LN000089,CUST000097,6,586.37,On-Time
LN000089,CUST000097,7,586.37,On-Time
LN000089,CUST000097,8,586.37,On-Time
LN000089,CUST000097,9,586.37,On-Time
LN000089,CUST000097,10,586.37,On-Time
LN000089,CUST000097,11,586.37,On-Time
LN000089,CUST000097,12,586.37,On-Time
LN010938,CUST013918,1,34.4,On-Time
LN010938,CUST013918,2,34.4,On-Time
LN010938,CUST013918,3,34.4,On-Time
LN010938,CUST013918,4,34.4,On-Time
LN010938,CUST013918,5,34.4,On-Time
LN010938,CUST013918,6,34.4,On-Time
LN010938,CUST013918,7,34.4,On-Time
LN010938,CUST013918,8,34.4,On-Time
LN010938,CUST013918,9,34.4,On-Time
LN010938,CUST013918,10,34.4,On-Time
LN010938,CUST013918,11,34.4,On-Time
LN010938,CUST013918,12,34.4,On-Time
LN010938,CUST013918,13,34.4,On-Time
LN010938,CUST013918,14,34.4,On-Time
LN010938,CUST013918,15,34.4,On-Time
LN010938,CUST013918,16,34.4,On-Time
LN010938,CUST013918,17,34.4,On-Time
LN010938,CUST013918,18,34.4,On-Time
LN010938,CUST013918,19,34.4,On-Time
LN010938,CUST013918,20,34.4,On-Time
LN010938,CUST013918,21,34.4,On-Time
LN010938,CUST013918,22,34.4,On-Time
LN010938,CUST013918,23,34.4,On-Time
LN011331,CUST014435,1,2420.39,On-Time
LN011331,CUST014435,2,2420.39,On-Time
LN011331,CUST014435,3,2420.39,On-Time
LN011331,CUST014435,4,2420.39,On-Time
LN011331,CUST014435,5,2420.39,On-Time
LN011331,CUST014435,6,2420.39,On-Time
LN011331,CUST014435,7,2420.39,On-Time
LN011331,CUST014435,8,2420.39,On-Time
LN011331,CUST014435,9,2420.39,On-Time
LN011331,CUST014435,10,2420.39,On-Time
LN011331,CUST014435,11,2420.39,On-Time
LN011331,CUST014435,12,2420.39,On-Time
LN000477,CUST000592,1,160.75,On-Time
LN000477,CUST000592,2,160.75,On-Time
LN000477,CUST000592,3,160.75,On-Time
LN000477,CUST000592,4,160.75,On-Time
LN000477,CUST000592,5,160.75,On-Time
LN000477,CUST000592,6,160.75,On-Time
LN000477,CUST000592,7,160.75,On-Time
LN000477,CUST000592,8,160.75,On-Time
LN000477,CUST000592,9,160.75,On-Time
LN000477,CUST000592,10,160.75,On-Time
LN000477,CUST000592,11,160.75,On-Time
LN000477,CUST000592,12,160.75,On-Time
LN007829,CUST009966,1,24.96,On-Time
LN007829,CUST009966,2,24.96,On-Time
LN007829,CUST009966,3,24.96,On-Time
LN007829,CUST009966,4,24.96,On-Time
LN007829,CUST009966,5,24.96,On-Time
LN007829,CUST009966,6,24.96,On-Time
LN007829,CUST009966,7,24.96,On-Time
LN007829,CUST009966,8,24.96,On-Time
LN007829,CUST009966,9,24.96,On-Time
LN007829,CUST009966,10,24.96,On-Time
LN007829,CUST009966,11,24.96,On-Time
LN007829,CUST009966,12,24.96,On-Time
