customer_id,product_id,adoption_date,product_name,product_category
CUST000034,PRD09,2024-08-06,Term Deposit,Deposit
CUST000034,PRD07,2024-10-14,Mortgage,Loan
CUST000035,PRD05,2021-03-28,Personal Loan,Loan
CUST000035,PRD01,2023-02-21,Checking Account,Transaction
CUST000035,PRD02,2024-02-26,Savings Account,Deposit
CUST000036,PRD04,2024-06-12,Debit Card,Card
CUST000036,PRD01,2023-12-30,Checking Account,Transaction
CUST000037,PRD01,2023-03-31,Checking Account,Transaction
CUST000037,PRD08,2021-04-06,Consumer Loan,Loan
CUST000038,PRD01,2023-08-19,Checking Account,Transaction
CUST000039,PRD01,2023-10-19,Checking Account,Transaction
CUST000040,PRD01,2019-10-05,Checking Account,Transaction
CUST000040,PRD03,2021-02-25,Credit Card,Card
CUST000040,PRD11,2021-06-07,Overdraft Facility,Credit
CUST000040,PRD02,2018-10-02,Savings Account,Deposit
CUST000041,PRD04,2021-05-09,Debit Card,Card
CUST000041,PRD01,2024-10-22,Checking Account,Transaction
CUST000041,PRD06,2024-01-22,Auto Loan,Loan
CUST000041,PRD02,2018-12-09,Savings Account,Deposit
CUST000042,PRD01,2022-11-23,Checking Account,Transaction
CUST000042,PRD11,2020-07-03,Overdraft Facility,Credit
CUST000043,PRD01,2024-01-04,Checking Account,Transaction
CUST000043,PRD07,2023-06-19,Mortgage,Loan
CUST000043,PRD12,2024-01-14,Bancassurance,Insurance
CUST000043,PRD02,2023-10-06,Savings Account,Deposit
CUST000044,PRD01,2019-12-07,Checking Account,Transaction
CUST000044,PRD03,2019-08-30,Credit Card,Card
CUST000044,PRD11,2020-03-10,Overdraft Facility,Credit
CUST000044,PRD05,2021-04-20,Personal Loan,Loan
CUST000045,PRD09,2018-08-14,Term Deposit,Deposit
CUST000045,PRD05,2017-03-30,Personal Loan,Loan
CUST000045,PRD03,2020-11-30,Credit Card,Card
CUST000045,PRD06,2023-08-18,Auto Loan,Loan
CUST000045,PRD01,2019-08-27,Checking Account,Transaction
CUST000045,PRD02,2019-07-20,Savings Account,Deposit
CUST000046,PRD04,2020-12-14,Debit Card,Card
CUST000046,PRD01,2020-12-24,Checking Account,Transaction
CUST000046,PRD03,2023-09-04,Credit Card,Card
CUST000046,PRD02,2018-10-28,Savings Account,Deposit
CUST000047,PRD01,2023-12-18,Checking Account,Transaction
CUST000047,PRD11,2023-10-10,Overdraft Facility,Credit
CUST000047,PRD02,2024-04-29,Savings Account,Deposit
CUST000048,PRD01,2021-11-06,Checking Account,Transaction
CUST000048,PRD11,2018-10-08,Overdraft Facility,Credit
CUST000049,PRD01,2024-09-12,Checking Account,Transaction
CUST000049,PRD02,2024-12-25,Savings Account,Deposit
CUST000049,PRD07,2024-11-09,Mortgage,Loan
CUST000050,PRD05,2021-06-12,Personal Loan,Loan
CUST000050,PRD01,2022-04-29,Checking Account,Transaction
CUST000050,PRD02,2022-10-12,Savings Account,Deposit
CUST000050,PRD04,2019-12-26,Debit Card,Card
CUST000050,PRD12,2021-05-31,Bancassurance,Insurance
CUST000051,PRD01,2022-10-31,Checking Account,Transaction
CUST000051,PRD12,2024-11-07,Bancassurance,Insurance
CUST000052,PRD04,2024-11-10,Debit Card,Card
CUST000052,PRD01,2022-06-06,Checking Account,Transaction
CUST000052,PRD03,2024-10-02,Credit Card,Card
CUST000052,PRD06,2023-01-05,Auto Loan,Loan
CUST000053,PRD01,2020-08-12,Checking Account,Transaction
CUST000053,PRD10,2023-08-08,Investment Account,Investment
CUST000053,PRD05,2022-07-16,Personal Loan,Loan
CUST000054,PRD04,2024-09-01,Debit Card,Card
CUST000054,PRD01,2024-09-03,Checking Account,Transaction
CUST000054,PRD03,2024-10-25,Credit Card,Card
CUST000055,PRD01,2021-08-05,Checking Account,Transaction
CUST000056,PRD05,2017-08-28,Personal Loan,Loan
CUST000056,PRD01,2024-12-11,Checking Account,Transaction
CUST000056,PRD08,2017-07-24,Consumer Loan,Loan
CUST000057,PRD01,2024-10-31,Checking Account,Transaction
CUST000057,PRD02,2023-09-23,Savings Account,Deposit
CUST000058,PRD05,2024-04-16,Personal Loan,Loan
CUST000058,PRD01,2023-05-08,Checking Account,Transaction
CUST000058,PRD03,2024-10-19,Credit Card,Card
CUST000058,PRD02,2024-05-11,Savings Account,Deposit
CUST000059,PRD01,2021-01-23,Checking Account,Transaction
CUST000059,PRD03,2024-05-30,Credit Card,Card
CUST000059,PRD02,2024-03-15,Savings Account,Deposit
CUST000059,PRD07,2021-11-04,Mortgage,Loan
CUST000060,PRD01,2024-10-14,Checking Account,Transaction
CUST000060,PRD03,2024-08-13,Credit Card,Card
CUST000060,PRD12,2024-08-15,Bancassurance,Insurance
CUST000061,PRD07,2022-02-19,Mortgage,Loan
CUST000061,PRD01,2022-11-04,Checking Account,Transaction
CUST000061,PRD08,2022-04-25,Consumer Loan,Loan
CUST000061,PRD04,2021-02-23,Debit Card,Card
CUST000061,PRD02,2024-08-10,Savings Account,Deposit
CUST000062,PRD01,2020-10-22,Checking Account,Transaction
CUST000062,PRD03,2024-12-16,Credit Card,Card
CUST000062,PRD07,2022-02-21,Mortgage,Loan
CUST000063,PRD01,2022-02-24,Checking Account,Transaction
CUST000064,PRD04,2017-03-16,Debit Card,Card
CUST000064,PRD01,2017-12-26,Checking Account,Transaction
CUST000064,PRD03,2023-06-17,Credit Card,Card
CUST000064,PRD07,2020-12-18,Mortgage,Loan
CUST000065,PRD01,2023-05-01,Checking Account,Transaction
CUST000065,PRD02,2023-07-15,Savings Account,Deposit
CUST000066,PRD01,2022-07-13,Checking Account,Transaction
CUST000066,PRD02,2016-04-04,Savings Account,Deposit
CUST000067,PRD09,2024-12-04,Term Deposit,Deposit
CUST000067,PRD12,2024-09-08,Bancassurance,Insurance
CUST000067,PRD06,2024-05-10,Auto Loan,Loan
CUST000067,PRD07,2024-06-21,Mortgage,Loan
CUST000067,PRD01,2024-11-16,Checking Account,Transaction
CUST000067,PRD04,2024-10-17,Debit Card,Card
CUST000067,PRD02,2024-07-27,Savings Account,Deposit
CUST000068,PRD01,2018-08-06,Checking Account,Transaction
CUST000068,PRD02,2020-12-21,Savings Account,Deposit
CUST000068,PRD09,2021-10-12,Term Deposit,Deposit
CUST000068,PRD12,2022-07-23,Bancassurance,Insurance
CUST000069,PRD10,2022-10-06,Investment Account,Investment
CUST000069,PRD09,2022-10-11,Term Deposit,Deposit
CUST000069,PRD03,2020-02-20,Credit Card,Card
CUST000069,PRD11,2019-10-13,Overdraft Facility,Credit
CUST000069,PRD01,2022-04-11,Checking Account,Transaction
CUST000069,PRD02,2021-12-01,Savings Account,Deposit
CUST000070,PRD01,2023-05-13,Checking Account,Transaction
CUST000070,PRD07,2024-10-28,Mortgage,Loan
CUST000070,PRD02,2024-03-20,Savings Account,Deposit
CUST000071,PRD05,2024-09-09,Personal Loan,Loan
CUST000071,PRD03,2023-07-10,Credit Card,Card
CUST000071,PRD06,2023-08-20,Auto Loan,Loan
CUST000071,PRD01,2023-05-24,Checking Account,Transaction
CUST000071,PRD04,2024-06-16,Debit Card,Card
CUST000072,PRD04,2019-02-22,Debit Card,Card
CUST000072,PRD01,2019-06-11,Checking Account,Transaction
CUST000072,PRD10,2024-12-01,Investment Account,Investment
CUST000072,PRD02,2021-08-13,Savings Account,Deposit
CUST000073,PRD04,2020-02-11,Debit Card,Card
CUST000073,PRD01,2023-02-10,Checking Account,Transaction
CUST000073,PRD03,2021-12-15,Credit Card,Card
CUST000073,PRD11,2021-01-10,Overdraft Facility,Credit
CUST000074,PRD04,2023-03-30,Debit Card,Card
CUST000074,PRD01,2020-10-09,Checking Account,Transaction
CUST000074,PRD03,2024-10-16,Credit Card,Card
CUST000075,PRD04,2024-11-06,Debit Card,Card
CUST000075,PRD01,2024-11-11,Checking Account,Transaction
CUST000075,PRD08,2024-10-08,Consumer Loan,Loan
CUST000076,PRD01,2022-12-04,Checking Account,Transaction
CUST000076,PRD06,2023-02-02,Auto Loan,Loan
CUST000076,PRD11,2020-04-18,Overdraft Facility,Credit
CUST000077,PRD01,2018-09-28,Checking Account,Transaction
CUST000078,PRD10,2024-12-13,Investment Account,Investment
CUST000078,PRD03,2024-11-05,Credit Card,Card
CUST000078,PRD11,2024-11-21,Overdraft Facility,Credit
CUST000078,PRD07,2024-12-25,Mortgage,Loan
CUST000078,PRD01,2024-12-23,Checking Account,Transaction
CUST000078,PRD04,2024-10-28,Debit Card,Card
CUST000078,PRD02,2024-12-07,Savings Account,Deposit
CUST000079,PRD01,2020-10-06,Checking Account,Transaction
CUST000079,PRD03,2022-05-01,Credit Card,Card
CUST000079,PRD12,2022-02-06,Bancassurance,Insurance
CUST000079,PRD05,2021-03-23,Personal Loan,Loan
CUST000080,PRD04,2020-09-06,Debit Card,Card
CUST000080,PRD01,2023-07-11,Checking Account,Transaction
CUST000080,PRD03,2024-01-06,Credit Card,Card
CUST000081,PRD01,2018-03-08,Checking Account,Transaction
CUST000081,PRD07,2021-10-26,Mortgage,Loan
CUST000081,PRD10,2019-02-28,Investment Account,Investment
CUST000081,PRD02,2020-12-27,Savings Account,Deposit
CUST000082,PRD03,2024-05-01,Credit Card,Card
CUST000082,PRD06,2023-09-14,Auto Loan,Loan
CUST000082,PRD07,2022-10-05,Mortgage,Loan
CUST000082,PRD01,2024-08-29,Checking Account,Transaction
CUST000082,PRD04,2023-11-27,Debit Card,Card
CUST000083,PRD01,2024-08-02,Checking Account,Transaction
CUST000084,PRD01,2020-01-21,Checking Account,Transaction
CUST000084,PRD12,2024-11-28,Bancassurance,Insurance
CUST000084,PRD03,2020-03-16,Credit Card,Card
CUST000084,PRD02,2024-10-26,Savings Account,Deposit
CUST000085,PRD01,2024-08-30,Checking Account,Transaction
CUST000085,PRD07,2024-11-07,Mortgage,Loan
CUST000086,PRD01,2019-12-01,Checking Account,Transaction
CUST000086,PRD12,2022-03-11,Bancassurance,Insurance
CUST000086,PRD08,2024-11-21,Consumer Loan,Loan
CUST000086,PRD02,2023-10-26,Savings Account,Deposit
CUST000087,PRD01,2021-09-04,Checking Account,Transaction
CUST000087,PRD08,2018-05-02,Consumer Loan,Loan
CUST000088,PRD04,2024-10-26,Debit Card,Card
CUST000088,PRD01,2020-06-17,Checking Account,Transaction
CUST000088,PRD03,2024-11-12,Credit Card,Card
CUST000089,PRD01,2022-09-01,Checking Account,Transaction
CUST000089,PRD07,2021-06-28,Mortgage,Loan
CUST000089,PRD12,2021-07-13,Bancassurance,Insurance
CUST000090,PRD03,2018-10-07,Credit Card,Card
CUST000090,PRD07,2020-11-11,Mortgage,Loan
CUST000090,PRD01,2020-03-26,Checking Account,Transaction
CUST000090,PRD02,2019-11-21,Savings Account,Deposit
CUST000090,PRD08,2022-07-28,Consumer Loan,Loan
CUST000091,PRD09,2019-01-05,Term Deposit,Deposit
CUST000091,PRD05,2021-11-20,Personal Loan,Loan
CUST000091,PRD03,2023-03-02,Credit Card,Card
CUST000091,PRD06,2018-09-21,Auto Loan,Loan
CUST000091,PRD07,2019-12-09,Mortgage,Loan
CUST000091,PRD01,2019-10-05,Checking Account,Transaction
CUST000091,PRD02,2020-08-02,Savings Account,Deposit
CUST000092,PRD01,2023-09-26,Checking Account,Transaction
CUST000092,PRD06,2017-05-27,Auto Loan,Loan
CUST000093,PRD03,2021-10-09,Credit Card,Card
CUST000093,PRD06,2024-09-30,Auto Loan,Loan
CUST000093,PRD11,2023-05-25,Overdraft Facility,Credit
CUST000093,PRD07,2023-07-31,Mortgage,Loan
CUST000093,PRD01,2022-08-09,Checking Account,Transaction
CUST000093,PRD08,2023-06-09,Consumer Loan,Loan
CUST000093,PRD02,2023-02-05,Savings Account,Deposit
CUST000094,PRD05,2021-07-12,Personal Loan,Loan
CUST000094,PRD01,2023-08-15,Checking Account,Transaction
CUST000094,PRD09,2024-08-06,Term Deposit,Deposit
CUST000094,PRD06,2024-12-20,Auto Loan,Loan
CUST000095,PRD01,2021-04-05,Checking Account,Transaction
CUST000095,PRD09,2022-08-19,Term Deposit,Deposit
CUST000095,PRD02,2021-07-08,Savings Account,Deposit
CUST000095,PRD06,2023-11-11,Auto Loan,Loan
CUST000096,PRD10,2023-04-30,Investment Account,Investment
CUST000096,PRD05,2024-09-29,Personal Loan,Loan
CUST000096,PRD07,2023-04-28,Mortgage,Loan
CUST000096,PRD01,2023-06-07,Checking Account,Transaction
CUST000096,PRD08,2023-04-29,Consumer Loan,Loan
CUST000097,PRD10,2020-12-16,Investment Account,Investment
CUST000097,PRD03,2023-07-02,Credit Card,Card
CUST000097,PRD11,2018-11-09,Overdraft Facility,Credit
CUST000097,PRD01,2018-05-20,Checking Account,Transaction
CUST000097,PRD02,2019-08-10,Savings Account,Deposit
CUST000097,PRD08,2023-12-14,Consumer Loan,Loan
CUST000098,PRD04,2020-10-01,Debit Card,Card
CUST000098,PRD01,2024-09-06,Checking Account,Transaction
CUST000098,PRD11,2023-05-22,Overdraft Facility,Credit
CUST000098,PRD02,2022-03-21,Savings Account,Deposit
CUST000099,PRD01,2021-12-12,Checking Account,Transaction
CUST000100,PRD09,2022-11-04,Term Deposit,Deposit
CUST000100,PRD03,2024-05-06,Credit Card,Card
CUST000100,PRD06,2023-12-02,Auto Loan,Loan
CUST000100,PRD01,2024-10-21,Checking Account,Transaction
CUST000100,PRD02,2024-12-22,Savings Account,Deposit
CUST000101,PRD01,2023-08-29,Checking Account,Transaction
CUST000101,PRD03,2022-01-12,Credit Card,Card
CUST000101,PRD02,2022-05-04,Savings Account,Deposit
CUST000102,PRD01,2022-04-11,Checking Account,Transaction
CUST000102,PRD03,2024-11-11,Credit Card,Card
CUST000102,PRD09,2023-08-28,Term Deposit,Deposit
CUST000102,PRD12,2021-03-29,Bancassurance,Insurance
CUST000103,PRD04,2023-01-07,Debit Card,Card
CUST000103,PRD01,2020-08-05,Checking Account,Transaction
CUST000103,PRD09,2021-10-02,Term Deposit,Deposit
CUST000103,PRD02,2019-08-18,Savings Account,Deposit
CUST000104,PRD04,2021-01-24,Debit Card,Card
CUST000104,PRD01,2021-11-30,Checking Account,Transaction
CUST000105,PRD01,2019-11-04,Checking Account,Transaction
CUST000105,PRD05,2019-09-03,Personal Loan,Loan
CUST000106,PRD03,2019-09-30,Credit Card,Card
CUST000106,PRD07,2018-12-08,Mortgage,Loan
CUST000106,PRD01,2023-10-28,Checking Account,Transaction
CUST000106,PRD04,2023-09-28,Debit Card,Card
CUST000106,PRD02,2019-03-27,Savings Account,Deposit
CUST000107,PRD05,2017-09-26,Personal Loan,Loan
CUST000107,PRD01,2022-06-24,Checking Account,Transaction
CUST000107,PRD07,2022-07-07,Mortgage,Loan
CUST000107,PRD02,2022-06-14,Savings Account,Deposit
CUST000108,PRD01,2022-01-14,Checking Account,Transaction
CUST000108,PRD07,2023-02-15,Mortgage,Loan
CUST000109,PRD01,2022-09-05,Checking Account,Transaction
CUST000109,PRD03,2022-04-14,Credit Card,Card
CUST000109,PRD12,2023-11-11,Bancassurance,Insurance
CUST000110,PRD09,2021-06-16,Term Deposit,Deposit
CUST000110,PRD12,2022-05-18,Bancassurance,Insurance
CUST000110,PRD06,2020-11-15,Auto Loan,Loan
CUST000110,PRD11,2024-07-25,Overdraft Facility,Credit
CUST000110,PRD01,2023-12-25,Checking Account,Transaction
CUST000110,PRD08,2024-04-25,Consumer Loan,Loan
CUST000110,PRD04,2021-08-02,Debit Card,Card
CUST000110,PRD02,2019-11-28,Savings Account,Deposit
CUST000111,PRD01,2022-06-21,Checking Account,Transaction
CUST000112,PRD01,2021-06-13,Checking Account,Transaction
CUST000112,PRD06,2021-03-14,Auto Loan,Loan
CUST000112,PRD12,2024-01-25,Bancassurance,Insurance
CUST000113,PRD01,2022-10-14,Checking Account,Transaction
CUST000113,PRD06,2022-05-24,Auto Loan,Loan
CUST000113,PRD11,2022-05-08,Overdraft Facility,Credit
CUST000114,PRD01,2022-03-01,Checking Account,Transaction
CUST000114,PRD09,2023-09-01,Term Deposit,Deposit
CUST000114,PRD02,2022-03-01,Savings Account,Deposit
CUST000115,PRD01,2022-05-21,Checking Account,Transaction
CUST000116,PRD01,2024-11-21,Checking Account,Transaction
CUST000116,PRD03,2024-10-21,Credit Card,Card
CUST000116,PRD11,2024-11-16,Overdraft Facility,Credit
CUST000116,PRD12,2024-08-03,Bancassurance,Insurance
CUST000117,PRD01,2019-07-17,Checking Account,Transaction
CUST000118,PRD06,2023-02-08,Auto Loan,Loan
CUST000118,PRD07,2024-11-19,Mortgage,Loan
CUST000118,PRD01,2024-12-06,Checking Account,Transaction
CUST000118,PRD08,2024-03-31,Consumer Loan,Loan
CUST000118,PRD02,2024-11-29,Savings Account,Deposit
CUST000119,PRD04,2021-04-01,Debit Card,Card
CUST000119,PRD01,2023-06-16,Checking Account,Transaction
CUST000119,PRD08,2022-03-30,Consumer Loan,Loan
CUST000119,PRD02,2023-09-07,Savings Account,Deposit
CUST000120,PRD09,2022-03-08,Term Deposit,Deposit
CUST000120,PRD11,2022-10-29,Overdraft Facility,Credit
CUST000120,PRD01,2024-02-22,Checking Account,Transaction
CUST000120,PRD04,2023-12-12,Debit Card,Card
CUST000120,PRD02,2024-05-01,Savings Account,Deposit
CUST000121,PRD01,2023-04-23,Checking Account,Transaction
CUST000121,PRD07,2024-07-10,Mortgage,Loan
CUST000122,PRD01,2020-08-26,Checking Account,Transaction
CUST000122,PRD03,2023-01-13,Credit Card,Card
CUST000122,PRD08,2023-01-06,Consumer Loan,Loan
CUST000123,PRD01,2018-10-20,Checking Account,Transaction
CUST000124,PRD05,2023-06-04,Personal Loan,Loan
CUST000124,PRD01,2023-04-30,Checking Account,Transaction
CUST000124,PRD08,2023-06-24,Consumer Loan,Loan
CUST000124,PRD02,2024-04-24,Savings Account,Deposit
CUST000125,PRD10,2024-10-25,Investment Account,Investment
CUST000125,PRD05,2024-02-20,Personal Loan,Loan
CUST000125,PRD01,2023-12-02,Checking Account,Transaction
CUST000125,PRD04,2024-06-10,Debit Card,Card
CUST000125,PRD12,2023-12-28,Bancassurance,Insurance
CUST000126,PRD01,2022-06-30,Checking Account,Transaction
CUST000126,PRD03,2023-05-14,Credit Card,Card
CUST000127,PRD04,2024-09-03,Debit Card,Card
CUST000127,PRD01,2023-08-07,Checking Account,Transaction
CUST000127,PRD03,2023-10-16,Credit Card,Card
CUST000127,PRD02,2024-02-02,Savings Account,Deposit
CUST000128,PRD01,2023-12-01,Checking Account,Transaction
CUST000128,PRD09,2022-05-12,Term Deposit,Deposit
CUST000128,PRD11,2022-11-18,Overdraft Facility,Credit
CUST000129,PRD10,2021-09-14,Investment Account,Investment
CUST000129,PRD09,2023-01-10,Term Deposit,Deposit
CUST000129,PRD05,2020-12-11,Personal Loan,Loan
CUST000129,PRD03,2020-12-12,Credit Card,Card
CUST000129,PRD11,2021-07-03,Overdraft Facility,Credit
CUST000129,PRD07,2019-10-27,Mortgage,Loan
CUST000129,PRD01,2022-03-07,Checking Account,Transaction
CUST000129,PRD04,2023-02-27,Debit Card,Card
CUST000130,PRD01,2024-08-12,Checking Account,Transaction
CUST000130,PRD02,2024-08-11,Savings Account,Deposit
CUST000131,PRD01,2018-12-25,Checking Account,Transaction
CUST000131,PRD03,2018-07-06,Credit Card,Card
CUST000132,PRD01,2024-12-05,Checking Account,Transaction
CUST000133,PRD01,2020-04-11,Checking Account,Transaction
CUST000133,PRD06,2020-08-25,Auto Loan,Loan
CUST000134,PRD01,2020-09-09,Checking Account,Transaction
CUST000134,PRD02,2018-09-10,Savings Account,Deposit
CUST000134,PRD05,2023-02-28,Personal Loan,Loan
CUST000135,PRD09,2023-01-25,Term Deposit,Deposit
CUST000135,PRD03,2023-07-01,Credit Card,Card
CUST000135,PRD11,2024-01-08,Overdraft Facility,Credit
CUST000135,PRD07,2023-06-12,Mortgage,Loan
CUST000135,PRD01,2024-01-13,Checking Account,Transaction
CUST000135,PRD08,2024-04-13,Consumer Loan,Loan
CUST000136,PRD01,2020-05-04,Checking Account,Transaction
CUST000136,PRD07,2024-01-19,Mortgage,Loan
CUST000137,PRD01,2024-11-03,Checking Account,Transaction
CUST000137,PRD03,2024-11-16,Credit Card,Card
CUST000137,PRD02,2024-09-14,Savings Account,Deposit
CUST000138,PRD01,2024-09-27,Checking Account,Transaction
CUST000138,PRD06,2024-09-12,Auto Loan,Loan
CUST000139,PRD01,2023-12-31,Checking Account,Transaction
CUST000139,PRD10,2017-09-30,Investment Account,Investment
CUST000139,PRD03,2017-04-26,Credit Card,Card
CUST000140,PRD01,2018-08-02,Checking Account,Transaction
CUST000140,PRD09,2022-07-19,Term Deposit,Deposit
CUST000141,PRD01,2023-10-12,Checking Account,Transaction
CUST000141,PRD12,2024-08-30,Bancassurance,Insurance
CUST000142,PRD01,2023-12-27,Checking Account,Transaction
CUST000142,PRD10,2022-07-31,Investment Account,Investment
CUST000143,PRD04,2023-08-23,Debit Card,Card
CUST000143,PRD01,2023-12-07,Checking Account,Transaction
CUST000143,PRD09,2023-09-06,Term Deposit,Deposit
CUST000144,PRD05,2024-01-01,Personal Loan,Loan
CUST000144,PRD12,2024-05-24,Bancassurance,Insurance
CUST000144,PRD01,2023-10-30,Checking Account,Transaction
CUST000144,PRD08,2021-12-28,Consumer Loan,Loan
CUST000144,PRD04,2023-07-22,Debit Card,Card
CUST000144,PRD02,2022-04-05,Savings Account,Deposit
CUST000145,PRD01,2023-02-18,Checking Account,Transaction
CUST000146,PRD01,2024-03-16,Checking Account,Transaction
CUST000146,PRD02,2023-04-25,Savings Account,Deposit
