customer_id,churn_probability_90d
CUST000723,0.0754
CUST000724,0.0381
CUST000725,0.0448
CUST000726,0.0631
CUST000727,0.0341
CUST000728,0.0342
CUST000729,0.0583
CUST000730,0.0353
CUST000731,0.0779
CUST000732,0.0564
CUST000733,0.0348
CUST000734,0.0413
CUST000735,0.033
CUST000736,0.0718
CUST000737,0.0473
CUST000738,0.0901
CUST000739,0.0868
CUST000740,0.0547
CUST000741,0.9949
CUST000742,0.0397
CUST000743,0.0374
CUST000744,0.0906
CUST000745,0.0837
CUST000746,0.0773
CUST000747,0.9943
CUST000748,0.0342
CUST000749,0.0364
CUST000750,0.0576
CUST000751,0.0624
CUST000752,0.0309
CUST000753,0.0331
CUST000754,0.0954
CUST000755,0.0426
CUST000756,0.037
CUST000757,0.0861
CUST000758,0.0348
CUST000759,0.0498
CUST000760,0.0527
CUST000761,0.0336
CUST000762,0.0407
CUST000763,0.0565
CUST000764,0.0548
CUST000765,0.0274
CUST000766,0.0756
CUST000767,0.9958
CUST000768,0.035
CUST000769,0.1166
CUST000770,0.0387
CUST000771,0.0299
CUST000772,0.0397
CUST000773,0.0419
CUST000774,0.0496
CUST000775,0.0371
CUST000776,0.0389
CUST000777,0.9941
CUST000778,0.9941
CUST000779,0.2387
CUST000780,0.1079
CUST000781,0.222
CUST000782,0.1254
CUST000783,0.0502
CUST000784,0.03
CUST000785,0.0438
CUST000786,0.0536
CUST000787,0.0488
CUST000788,0.0314
CUST000789,0.0694
CUST000790,0.0714
CUST000791,0.0383
CUST000792,0.0311
CUST000793,0.0265
CUST000794,0.0587
CUST000795,0.1044
CUST000796,0.0482
CUST000797,0.0343
CUST000798,0.0415
CUST000799,0.1034
CUST000800,0.0309
CUST000801,0.0215
CUST000802,0.0077
CUST000803,0.0373
CUST000804,0.1895
CUST000805,0.1921
CUST000806,0.1386
CUST000807,0.9949
CUST000808,0.1041
CUST000809,0.1034
CUST000810,0.0555
CUST000811,0.0485
CUST000812,0.0317
CUST000813,0.0421
CUST000814,0.0314
CUST000815,0.0187
CUST000816,0.0271
CUST000817,0.024
CUST000818,0.9945
CUST000819,0.0509
CUST000820,0.0356
CUST000821,0.0263
CUST000822,0.0366
CUST000823,0.0473
CUST000824,0.0644
CUST000825,0.0311
CUST000826,0.0726
CUST000827,0.0978
CUST000828,0.0674
CUST000829,0.1849
CUST000830,0.0696
CUST000831,0.147
CUST000832,0.032
CUST000833,0.0293
CUST000834,0.0727
CUST000835,0.0396
CUST000836,0.0316
CUST000837,0.1398
CUST000838,0.9948
CUST000839,0.1705
CUST000840,0.0703
CUST000841,0.0326
CUST000842,0.0387
CUST000843,0.0895
CUST000844,0.0615
CUST000845,0.9968
CUST000846,0.0264
CUST000847,0.9977
CUST000848,0.0723
CUST000849,0.0279
CUST000850,0.3442
CUST000851,0.0222
CUST000852,0.1432
CUST000853,0.0348
CUST000854,0.0618
CUST000855,0.0725
CUST000856,0.9918
CUST000857,0.0529
CUST000858,0.0635
CUST000859,0.0547
CUST000860,0.0359
CUST000861,0.9927
CUST000862,0.0483
CUST000863,0.0453
CUST000864,0.9941
CUST000865,0.0663
CUST000866,0.036
CUST000867,0.0519
CUST000868,0.0826
CUST000869,0.1009
CUST000870,0.0445
CUST000871,0.0408
CUST000872,0.9948
CUST000873,0.0289
CUST000874,0.0612
CUST000875,0.0364
CUST000876,0.0765
CUST000877,0.0766
CUST000878,0.0343
CUST000879,0.1486
CUST000880,0.0855
CUST000881,0.0405
CUST000882,0.0152
CUST000883,0.0253
CUST000884,0.0775
CUST000885,0.0657
CUST000886,0.049
CUST000887,0.038
CUST000888,0.0623
CUST000889,0.0391
CUST000890,0.0297
CUST000891,0.9965
CUST000892,0.0394
CUST000893,0.0718
CUST000894,0.0387
CUST000895,0.1051
CUST000896,0.0222
CUST000897,0.0652
CUST000898,0.0852
CUST000899,0.032
CUST000900,0.05
CUST000901,0.0413
CUST000902,0.0536
CUST000903,0.1302
CUST000904,0.0941
CUST000905,0.0384
CUST000906,0.0624
CUST000907,0.9961
CUST000908,0.0341
CUST000909,0.0246
CUST000910,0.0519
CUST000911,0.0781
CUST000912,0.0664
CUST000913,0.132
CUST000914,0.1445
CUST000915,0.0498
CUST000916,0.0941
CUST000917,0.9965
CUST000918,0.0606
CUST000919,0.0542
CUST000920,0.0383
CUST000921,0.0223
CUST000922,0.0314
CUST000923,0.0394
CUST000924,0.1362
CUST000925,0.0717
CUST000926,0.0442
CUST000927,0.1082
CUST000928,0.0636
CUST000929,0.0461
CUST000930,0.0324
CUST000931,0.0492
CUST000932,0.0452
CUST000933,0.0746
CUST000934,0.0746
CUST000935,0.0375
CUST000936,0.0555
CUST000937,0.068
CUST000938,0.0342
CUST000939,0.0712
CUST000940,0.1173
CUST000941,0.1478
CUST000942,0.9944
CUST000943,0.0454
CUST000944,0.0504
CUST000945,0.0376
CUST000946,0.0463
CUST000947,0.0264
CUST000948,0.0493
CUST000949,0.047
CUST000950,0.027
CUST000951,0.0522
CUST000952,0.1192
CUST000953,0.0935
CUST000954,0.1113
CUST000955,0.2457
CUST000956,0.9968
CUST000957,0.0845
CUST000958,0.0431
CUST000959,0.0467
CUST000960,0.0403
CUST000961,0.1278
CUST000962,0.0278
CUST000963,0.0336
CUST000964,0.0359
CUST000965,0.0479
CUST000966,0.0485
CUST000967,0.0312
CUST000968,0.995
CUST000969,0.0601
CUST000970,0.0281
CUST000971,0.035
CUST000972,0.0973
CUST000973,0.0477
CUST000974,0.0488
CUST000975,0.9959
CUST000976,0.0359
CUST000977,0.162
CUST000978,0.0432
CUST000979,0.0467
CUST000980,0.0436
CUST000981,0.0769
CUST000982,0.0759
CUST000983,0.9964
CUST000984,0.0282
CUST000985,0.0327
CUST000986,0.0379
CUST000987,0.0989
CUST000988,0.0314
CUST000989,0.1097
CUST000990,0.052
CUST000991,0.9963
CUST000992,0.046
CUST000993,0.0402
CUST000994,0.044
CUST000995,0.9927
CUST000996,0.0353
CUST000997,0.0312
CUST000998,0.0363
CUST000999,0.0425
CUST001000,0.1105
CUST001001,0.0454
CUST001002,0.0475
CUST001003,0.0271
CUST001004,0.0261
CUST001005,0.0408
CUST001006,0.0337
CUST001007,0.0327
CUST001008,0.0472
CUST001009,0.0557
CUST001010,0.0489
CUST001011,0.997
CUST001012,0.0389
CUST001013,0.07
CUST001014,0.0231
CUST001015,0.0367
CUST001016,0.03
CUST001017,0.0472
CUST001018,0.0265
CUST001019,0.1976
CUST001020,0.9965
CUST001021,0.035
CUST001022,0.0606
CUST001023,0.0888
CUST001024,0.0358
CUST001025,0.0519
CUST001026,0.0322
CUST001027,0.9942
CUST001028,0.0289
CUST001029,0.0472
CUST001030,0.0824
CUST001031,0.0477
CUST001032,0.9961
CUST001033,0.0491
CUST001034,0.3901
CUST001035,0.0742
CUST001036,0.0483
CUST001037,0.9965
CUST001038,0.0469
CUST001039,0.0448
CUST001040,0.026
CUST001041,0.0969
CUST001042,0.0594
CUST001043,0.1784
CUST001044,0.101
CUST001045,0.0489
CUST001046,0.0581
CUST001047,0.0319
CUST001048,0.0403
CUST001049,0.037
CUST001050,0.0568
CUST001051,0.0595
CUST001052,0.0134
CUST001053,0.0547
CUST001054,0.1779
CUST001055,0.1003
CUST001056,0.5358
CUST001057,0.0662
CUST001058,0.0904
CUST001059,0.1245
CUST001060,0.0422
CUST001061,0.0927
CUST001062,0.039
CUST001063,0.105
CUST001064,0.0205
CUST001065,0.0615
CUST001066,0.1136
CUST001067,0.0235
CUST001068,0.9936
CUST001069,0.1803
CUST001070,0.0282
CUST001071,0.9923
CUST001072,0.1402
CUST001073,0.0681
CUST001074,0.0372
CUST001075,0.0251
CUST001076,0.05
CUST001077,0.051
CUST001078,0.0789
CUST001079,0.0259
CUST001080,0.0412
CUST001081,0.0396
CUST001082,0.0712
CUST001083,0.1658
CUST001084,0.0331
CUST001085,0.9962
CUST001086,0.0379
CUST001087,0.0674
CUST001088,0.0364
CUST001089,0.9958
CUST001090,0.0223
CUST001091,0.0729
CUST001092,0.0697
CUST001093,0.9947
CUST001094,0.0422
CUST001095,0.0414
CUST001096,0.0687
CUST001097,0.0634
CUST001098,0.051
CUST001099,0.0636
CUST001100,0.0504
CUST001101,0.0339
CUST001102,0.9947
CUST001103,0.0373
CUST001104,0.0417
CUST001105,0.2683
CUST001106,0.043
CUST001107,0.0284
CUST001108,0.0489
CUST001109,0.0356
CUST001110,0.0532
CUST001111,0.038
CUST001112,0.0569
CUST001113,0.1062
CUST001114,0.029
CUST001115,0.0187
CUST001116,0.0768
CUST001117,0.9963
CUST001118,0.0398
CUST001119,0.0658
CUST001120,0.9962
CUST001121,0.0364
CUST001122,0.039
CUST001123,0.0432
CUST001124,0.0397
CUST001125,0.033
CUST001126,0.9953
CUST001127,0.0388
CUST001128,0.0707
CUST001129,0.0567
CUST001130,0.0355
CUST001131,0.0224
CUST001132,0.0486
CUST001133,0.0454
CUST001134,0.0417
CUST001135,0.0156
CUST001136,0.0273
CUST001137,0.0747
CUST001138,0.0371
CUST001139,0.0371
CUST001140,0.0386
CUST001141,0.0678
CUST001142,0.9983
CUST001143,0.024
CUST001144,0.0296
CUST001145,0.0641
CUST001146,0.0272
CUST001147,0.0576
CUST001148,0.0911
CUST001149,0.0107
CUST001150,0.0287
CUST001151,0.1275
CUST001152,0.058
CUST001153,0.0357
CUST001154,0.0411
CUST001155,0.0449
CUST001156,0.0598
CUST001157,0.059
CUST001158,0.0314
CUST001159,0.0327
CUST001160,0.0353
CUST001161,0.0329
CUST001162,0.0364
CUST001163,0.0701
CUST001164,0.0602
CUST001165,0.0719
CUST001166,0.0429
CUST001167,0.0359
CUST001168,0.048
CUST001169,0.0459
CUST001170,0.0366
CUST001171,0.0233
CUST001172,0.0346
CUST001173,0.1095
CUST001174,0.0535
CUST001175,0.9962
CUST001176,0.0895
CUST001177,0.0297
CUST001178,0.0429
CUST001179,0.0197
CUST001180,0.1002
CUST001181,0.0584
CUST001182,0.9929
CUST001183,0.0337
CUST001184,0.6204
CUST001185,0.044
CUST001186,0.0381
CUST001187,0.0443
CUST001188,0.0335
CUST001189,0.0646
CUST001190,0.0591
CUST001191,0.026
CUST001192,0.0794
CUST001193,0.9921
CUST001194,0.0358
CUST001195,0.0737
CUST001196,0.0527
CUST001197,0.0963
CUST001198,0.056
CUST001199,0.0933
CUST001200,0.9964
CUST001201,0.0493
CUST001202,0.0428
CUST001203,0.1414
CUST001204,0.046
CUST001205,0.0481
CUST001206,0.0368
CUST001207,0.9933
CUST001208,0.0295
CUST001209,0.0563
CUST001210,0.0442
CUST001211,0.0569
CUST001212,0.0859
CUST001213,0.0529
CUST001214,0.4986
CUST001215,0.0728
CUST001216,0.0411
CUST001217,0.0172
CUST001218,0.0327
CUST001219,0.0436
CUST001220,0.075
CUST001221,0.0407
CUST001222,0.0732
CUST001223,0.0634
CUST001224,0.0288
CUST001225,0.051
CUST001226,0.0234
CUST001227,0.0452
CUST001228,0.034
CUST001229,0.0411
CUST001230,0.1208
CUST001231,0.9928
CUST001232,0.0391
CUST001233,0.115
CUST001234,0.1109
CUST001235,0.0334
CUST001236,0.0715
CUST001237,0.0504
CUST001238,0.0343
CUST001239,0.0322
CUST001240,0.0677
CUST001241,0.0385
CUST001242,0.0819
CUST001243,0.102
CUST001244,0.0639
CUST001245,0.9955
CUST001246,0.0327
CUST001247,0.0304
CUST001248,0.0528
CUST001249,0.0959
CUST001250,0.0466
CUST001251,0.0328
CUST001252,0.0379
CUST001253,0.0173
CUST001254,0.9957
CUST001255,0.0378
CUST001256,0.272
CUST001257,0.0319
CUST001258,0.0535
CUST001259,0.0608
CUST001260,0.114
CUST001261,0.0331
CUST001262,0.0906
CUST001263,0.0474
CUST001264,0.0331
CUST001265,0.0888
CUST001266,0.0314
CUST001267,0.1805
CUST001268,0.9971
CUST001269,0.0316
CUST001270,0.1175
CUST001271,0.033
CUST001272,0.0561
CUST001273,0.0344
CUST001274,0.0287
CUST001275,0.0519
CUST001276,0.0553
CUST001277,0.0269
CUST001278,0.0803
CUST001279,0.1068
CUST001280,0.0345
CUST001281,0.3209
